indicatorId,geoUnit,year,type,subtype,value
PRYA.12MO.AG25T54.M,DNK,2020,Source,Data sources,"UIS based on UIS based on DNK - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,DNK,2021,Source,Data sources,"UIS based on UIS based on DNK - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,DNK,2022,Source,Data sources,"UIS based on UIS based on DNK - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,DNK,2023,Source,Data sources,"UIS based on UIS based on DNK - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,DOM,2000,Source,Data sources,"UIS based on DOM - LFS - National Labour Force Sur - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: currently"
PRYA.12MO.AG25T54.M,DOM,2001,Source,Data sources,"UIS based on DOM - LFS - National Labour Force Sur - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: currently"
PRYA.12MO.AG25T54.M,DOM,2002,Source,Data sources,"UIS based on DOM - LFS - National Labour Force Sur - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: currently"
PRYA.12MO.AG25T54.M,DOM,2003,Source,Data sources,"UIS based on DOM - LFS - National Labour Force Sur - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: currently"
PRYA.12MO.AG25T54.M,DOM,2004,Source,Data sources,"UIS based on DOM - LFS - National Labour Force Sur - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: currently"
PRYA.12MO.AG25T54.M,DOM,2005,Source,Data sources,"UIS based on DOM - LFS - National Labour Force Sur - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: currently"
PRYA.12MO.AG25T54.M,DOM,2006,Source,Data sources,"UIS based on DOM - LFS - National Labour Force Sur - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: currently"
PRYA.12MO.AG25T54.M,DOM,2007,Source,Data sources,"UIS based on DOM - LFS - National Labour Force Sur - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: currently"
PRYA.12MO.AG25T54.M,DOM,2008,Source,Data sources,"UIS based on DOM - LFS - National Labour Force Sur - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: currently"
PRYA.12MO.AG25T54.M,DOM,2009,Source,Data sources,"UIS based on DOM - LFS - National Labour Force Sur - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: currently"
PRYA.12MO.AG25T54.M,DOM,2010,Source,Data sources,"UIS based on UIS based on DOM - LFS - National Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,DOM,2011,Source,Data sources,"UIS based on UIS based on DOM - LFS - National Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,DOM,2012,Source,Data sources,"UIS based on UIS based on DOM - LFS - National Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,DOM,2013,Source,Data sources,"UIS based on UIS based on DOM - LFS - National Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,DOM,2014,Source,Data sources,"UIS based on UIS based on DOM - LFS - National Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,DOM,2015,Source,Data sources,"UIS based on UIS based on DOM - LFS - Continuous National Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,DOM,2016,Source,Data sources,"UIS based on UIS based on DOM - LFS - Continuous National Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,DOM,2017,Source,Data sources,"UIS based on UIS based on DOM - LFS - Continuous National Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,DOM,2018,Source,Data sources,"UIS based on UIS based on DOM - LFS - Continuous National Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,DOM,2019,Source,Data sources,"UIS based on UIS based on DOM - LFS - Continuous National Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,DOM,2020,Source,Data sources,"UIS based on UIS based on DOM - LFS - Continuous National Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,DOM,2021,Source,Data sources,"UIS based on UIS based on DOM - LFS - Continuous National Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,DOM,2022,Source,Data sources,"UIS based on UIS based on DOM - LFS - Continuous National Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,DOM,2023,Source,Data sources,"UIS based on UIS based on DOM - LFS - Continuous National Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ECU,2000,Source,Data sources,"UIS based on ECU - LFS - National Survey on Employ - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: currently"
PRYA.12MO.AG25T54.M,ECU,2001,Source,Data sources,"UIS based on ECU - LFS - National Survey on Employ - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: currently"
PRYA.12MO.AG25T54.M,ECU,2003,Source,Data sources,"UIS based on ECU - LFS - National Survey on Employ - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: currently"
PRYA.12MO.AG25T54.M,ECU,2004,Source,Data sources,"UIS based on ECU - LFS - National Survey on Employ - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: currently"
PRYA.12MO.AG25T54.M,ECU,2005,Source,Data sources,"UIS based on ECU - LFS - National Survey on Employ - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: currently"
PRYA.12MO.AG25T54.M,ECU,2006,Source,Data sources,"UIS based on ECU - LFS - National Survey on Employ - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: currently"
PRYA.12MO.AG25T54.M,ECU,2007,Source,Data sources,"UIS based on ECU - LFS - National Survey on Employ - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: currently"
PRYA.12MO.AG25T54.M,ECU,2008,Source,Data sources,"UIS based on ECU - LFS - National Survey on Employ - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: currently"
PRYA.12MO.AG25T54.M,ECU,2009,Source,Data sources,"UIS based on ECU - LFS - National Survey on Employ - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: currently"
PRYA.12MO.AG25T54.M,ECU,2010,Source,Data sources,"UIS based on UIS based on ECU - LFS - National Survey on Employment, Unemployment and Underemployment; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ECU,2011,Source,Data sources,"UIS based on UIS based on ECU - LFS - National Survey on Employment, Unemployment and Underemployment; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ECU,2012,Source,Data sources,"UIS based on UIS based on ECU - LFS - National Survey on Employment, Unemployment and Underemployment; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ECU,2013,Source,Data sources,"UIS based on UIS based on ECU - LFS - National Survey on Employment, Unemployment and Underemployment; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ECU,2014,Source,Data sources,"UIS based on UIS based on ECU - LFS - National Survey on Employment, Unemployment and Underemployment; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ECU,2015,Source,Data sources,"UIS based on UIS based on ECU - LFS - National Survey on Employment, Unemployment and Underemployment; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ECU,2016,Source,Data sources,"UIS based on UIS based on ECU - LFS - National Survey on Employment, Unemployment and Underemployment; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ECU,2017,Source,Data sources,"UIS based on UIS based on ECU - LFS - National Survey on Employment, Unemployment and Underemployment; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ECU,2018,Source,Data sources,"UIS based on UIS based on ECU - LFS - National Survey on Employment, Unemployment and Underemployment; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ECU,2019,Source,Data sources,"UIS based on UIS based on ECU - LFS - National Survey on Employment, Unemployment and Underemployment; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ECU,2021,Source,Data sources,"UIS based on UIS based on ECU - LFS - National Survey on Employment, Unemployment and Underemployment; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ECU,2022,Source,Data sources,"UIS based on UIS based on ECU - LFS - National Survey on Employment, Unemployment and Underemployment; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ECU,2023,Source,Data sources,"UIS based on UIS based on ECU - LFS - National Survey on Employment, Unemployment and Underemployment; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EGY,2008,Source,Data sources,"UIS based on EGY - LFS - Labour Force Sample Surve - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: not specified"
PRYA.12MO.AG25T54.M,EGY,2009,Source,Data sources,"UIS based on EGY - LFS - Labour Force Sample Surve - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: not specified"
PRYA.12MO.AG25T54.M,EGY,2010,Source,Data sources,"UIS based on UIS based on EGY - LFS - Labour Force Sample Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EGY,2011,Source,Data sources,"UIS based on UIS based on EGY - LFS - Labour Force Sample Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EGY,2012,Source,Data sources,"UIS based on UIS based on EGY - LFS - Labour Force Sample Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EGY,2013,Source,Data sources,"UIS based on UIS based on EGY - LFS - Labour Force Sample Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EGY,2014,Source,Data sources,"UIS based on UIS based on EGY - LFS - Labour Force Sample Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EGY,2015,Source,Data sources,"UIS based on UIS based on EGY - LFS - Labour Force Sample Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EGY,2016,Source,Data sources,"UIS based on UIS based on EGY - LFS - Labour Force Sample Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EGY,2017,Source,Data sources,"UIS based on UIS based on EGY - LFS - Labour Force Sample Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EGY,2018,Source,Data sources,"UIS based on UIS based on EGY - LFS - Labour Force Sample Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EGY,2019,Source,Data sources,"UIS based on UIS based on EGY - LFS - Labour Force Sample Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EGY,2020,Source,Data sources,"UIS based on UIS based on EGY - LFS - Labour Force Sample Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EGY,2021,Source,Data sources,"UIS based on UIS based on EGY - LFS - Labour Force Sample Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EGY,2022,Source,Data sources,"UIS based on UIS based on EGY - LFS - Labour Force Sample Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EGY,2023,Source,Data sources,"UIS based on UIS based on EGY - LFS - Labour Force Sample Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ESP,2000,Source,Data sources,"UIS based on ESP - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG25T54.M,ESP,2001,Source,Data sources,"UIS based on ESP - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG25T54.M,ESP,2002,Source,Data sources,"UIS based on ESP - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG25T54.M,ESP,2003,Source,Data sources,"UIS based on ESP - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG25T54.M,ESP,2004,Source,Data sources,"UIS based on ESP - LFS - EU Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG25T54.M,ESP,2005,Source,Data sources,"UIS based on ESP - LFS - EU Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG25T54.M,ESP,2006,Source,Data sources,"UIS based on ESP - LFS - EU Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG25T54.M,ESP,2007,Source,Data sources,"UIS based on ESP - LFS - EU Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG25T54.M,ESP,2008,Source,Data sources,"UIS based on ESP - LFS - EU Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG25T54.M,ESP,2009,Source,Data sources,"UIS based on ESP - LFS - EU Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG25T54.M,ESP,2010,Source,Data sources,"UIS based on UIS based on ESP - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ESP,2011,Source,Data sources,"UIS based on UIS based on ESP - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ESP,2012,Source,Data sources,"UIS based on UIS based on ESP - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ESP,2013,Source,Data sources,"UIS based on UIS based on ESP - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ESP,2014,Source,Data sources,"UIS based on UIS based on ESP - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ESP,2015,Source,Data sources,"UIS based on UIS based on ESP - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ESP,2016,Source,Data sources,"UIS based on UIS based on ESP - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ESP,2017,Source,Data sources,"UIS based on UIS based on ESP - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ESP,2018,Source,Data sources,"UIS based on UIS based on ESP - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ESP,2019,Source,Data sources,"UIS based on UIS based on ESP - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ESP,2020,Source,Data sources,"UIS based on UIS based on ESP - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ESP,2021,Source,Data sources,"UIS based on UIS based on ESP - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ESP,2022,Source,Data sources,"UIS based on UIS based on ESP - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ESP,2023,Source,Data sources,"UIS based on UIS based on ESP - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EST,2003,Source,Data sources,"UIS based on EST - LFS - EU Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG25T54.M,EST,2004,Source,Data sources,"UIS based on FIN - LFS - EU Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG25T54.M,EST,2005,Source,Data sources,"UIS based on FIN - LFS - EU Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG25T54.M,EST,2006,Source,Data sources,"UIS based on FIN - LFS - EU Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG25T54.M,EST,2007,Source,Data sources,"UIS based on FIN - LFS - EU Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG25T54.M,EST,2008,Source,Data sources,"UIS based on FIN - LFS - EU Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG25T54.M,EST,2009,Source,Data sources,"UIS based on FIN - LFS - EU Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG25T54.M,EST,2010,Source,Data sources,"UIS based on UIS based on EST - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EST,2011,Source,Data sources,"UIS based on UIS based on EST - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EST,2012,Source,Data sources,"UIS based on UIS based on EST - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EST,2013,Source,Data sources,"UIS based on UIS based on EST - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EST,2014,Source,Data sources,"UIS based on UIS based on EST - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EST,2015,Source,Data sources,"UIS based on UIS based on EST - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EST,2016,Source,Data sources,"UIS based on UIS based on EST - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EST,2017,Source,Data sources,"UIS based on UIS based on EST - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EST,2018,Source,Data sources,"UIS based on UIS based on EST - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EST,2019,Source,Data sources,"UIS based on UIS based on EST - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EST,2020,Source,Data sources,"UIS based on UIS based on EST - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EST,2021,Source,Data sources,"UIS based on UIS based on EST - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EST,2022,Source,Data sources,"UIS based on UIS based on EST - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,EST,2023,Source,Data sources,"UIS based on UIS based on EST - HIES - EU Statistics on Income and Living Conditions; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ETH,2013,Source,Data sources,"UIS based on UIS based on ETH - LFS - National Labor Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,ETH,2021,Source,Data sources,"UIS based on UIS based on ETH - LFS - National Labor Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG25T54.M,FIN,2004,Source,Data sources,"UIS based on FJI - LFS - Employment, Unemployment - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: not specified"
PRYA.12MO.AG25T54.M,FIN,2005,Source,Data sources,"UIS based on FRA - LFS - Employment Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old. Reference period: last four weeks"
PRYA.12MO.AG25T54.M,FIN,2006,Source,Data sources,"UIS based on FRA - LFS - EU Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG25T54.M,FIN,2007,Source,Data sources,"UIS based on FRA - LFS - EU Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG25T54.M,FIN,2008,Source,Data sources,"UIS based on FRA - LFS - EU Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG25T54.M,FIN,2009,Source,Data sources,"UIS based on FRA - LFS - EU Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
