indicatorId,geoUnit,year,type,subtype,value
PRYA.12MO.AG15T24.M,IRN,2022,Source,Data sources,"UIS based on UIS based on IRN - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,IRQ,2007,Source,Data sources,"UIS based on ISL - LFS - EU Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG15T24.M,IRQ,2012,Source,Data sources,"UIS based on UIS based on IRQ - HIES - Household Socio-Economic Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,IRQ,2021,Source,Data sources,"UIS based on UIS based on IRQ - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ISL,2004,Source,Data sources,"UIS based on ITA - LFS - EU Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG15T24.M,ISL,2005,Source,Data sources,"UIS based on ITA - LFS - EU Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG15T24.M,ISL,2006,Source,Data sources,"UIS based on ITA - LFS - EU Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG15T24.M,ISL,2007,Source,Data sources,"UIS based on ITA - LFS - EU Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG15T24.M,ISL,2008,Source,Data sources,"UIS based on ITA - LFS - EU Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG15T24.M,ISL,2009,Source,Data sources,"UIS based on ITA - LFS - EU Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG15T24.M,ISL,2010,Source,Data sources,"UIS based on UIS based on ISL - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ISL,2011,Source,Data sources,"UIS based on UIS based on ISL - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ISL,2012,Source,Data sources,"UIS based on UIS based on ISL - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ISL,2013,Source,Data sources,"UIS based on UIS based on ISL - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ISL,2014,Source,Data sources,"UIS based on UIS based on ISL - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ISL,2015,Source,Data sources,"UIS based on UIS based on ISL - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ISL,2016,Source,Data sources,"UIS based on UIS based on ISL - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ISL,2017,Source,Data sources,"UIS based on UIS based on ISL - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ISL,2018,Source,Data sources,"UIS based on UIS based on ISL - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ISL,2019,Source,Data sources,"UIS based on UIS based on ISL - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ISL,2020,Source,Data sources,"UIS based on UIS based on ISL - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ISL,2021,Source,Data sources,"UIS based on UIS based on ISL - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ISL,2022,Source,Data sources,"UIS based on UIS based on ISL - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ISL,2023,Source,Data sources,"UIS based on UIS based on ISL - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ISR,2012,Source,Data sources,"UIS based on UIS based on ISR - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ISR,2013,Source,Data sources,"UIS based on UIS based on ISR - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ISR,2014,Source,Data sources,"UIS based on UIS based on ISR - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ISR,2015,Source,Data sources,"UIS based on UIS based on ISR - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ISR,2016,Source,Data sources,"UIS based on UIS based on ISR - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ISR,2017,Source,Data sources,"UIS based on UIS based on ISR - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ISR,2018,Source,Data sources,"UIS based on UIS based on ISR - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ISR,2019,Source,Data sources,"UIS based on UIS based on ISR - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ISR,2020,Source,Data sources,"UIS based on UIS based on ISR - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ISR,2021,Source,Data sources,"UIS based on UIS based on ISR - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ISR,2022,Source,Data sources,"UIS based on UIS based on ISR - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ISR,2023,Source,Data sources,"UIS based on UIS based on ISR - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ITA,2004,Source,Data sources,"UIS based on JAM - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: not specified"
PRYA.12MO.AG15T24.M,ITA,2005,Source,Data sources,"UIS based on JAM - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: not specified"
PRYA.12MO.AG15T24.M,ITA,2006,Source,Data sources,"UIS based on KEN - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: currently"
PRYA.12MO.AG15T24.M,ITA,2007,Source,Data sources,"UIS based on KEN - HIES - Household Budget Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: currently"
PRYA.12MO.AG15T24.M,ITA,2008,Source,Data sources,"UIS based on KHM - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: currently"
PRYA.12MO.AG15T24.M,ITA,2009,Source,Data sources,"UIS based on KHM - LFS - Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None | Central tendency measure: Mean of th. Reference period: currently"
PRYA.12MO.AG15T24.M,ITA,2010,Source,Data sources,"UIS based on UIS based on ITA - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ITA,2011,Source,Data sources,"UIS based on UIS based on ITA - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ITA,2012,Source,Data sources,"UIS based on UIS based on ITA - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ITA,2013,Source,Data sources,"UIS based on UIS based on ITA - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ITA,2014,Source,Data sources,"UIS based on UIS based on ITA - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ITA,2015,Source,Data sources,"UIS based on UIS based on ITA - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ITA,2016,Source,Data sources,"UIS based on UIS based on ITA - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ITA,2017,Source,Data sources,"UIS based on UIS based on ITA - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ITA,2018,Source,Data sources,"UIS based on UIS based on ITA - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ITA,2019,Source,Data sources,"UIS based on UIS based on ITA - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ITA,2020,Source,Data sources,"UIS based on UIS based on ITA - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ITA,2021,Source,Data sources,"UIS based on UIS based on ITA - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ITA,2022,Source,Data sources,"UIS based on UIS based on ITA - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,ITA,2023,Source,Data sources,"UIS based on UIS based on ITA - LFS - EU Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,JAM,2008,Source,Data sources,"UIS based on KHM - HIES - Household Socio-Economic - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: currently"
PRYA.12MO.AG15T24.M,JAM,2009,Source,Data sources,"UIS based on KHM - HIES - Household Socio-Economic - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: currently"
PRYA.12MO.AG15T24.M,JAM,2010,Source,Data sources,"UIS based on UIS based on JAM - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,JAM,2011,Source,Data sources,"UIS based on UIS based on JAM - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,JAM,2012,Source,Data sources,"UIS based on UIS based on JAM - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,JAM,2013,Source,Data sources,"UIS based on UIS based on JAM - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,JAM,2014,Source,Data sources,"UIS based on UIS based on JAM - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,JAM,2016,Source,Data sources,"UIS based on UIS based on JAM - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,JAM,2017,Source,Data sources,"UIS based on UIS based on JAM - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,JAM,2018,Source,Data sources,"UIS based on UIS based on JAM - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,JAM,2019,Source,Data sources,"UIS based on UIS based on JAM - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,JAM,2020,Source,Data sources,"UIS based on UIS based on JAM - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,JAM,2021,Source,Data sources,"UIS based on UIS based on JAM - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,JAM,2022,Source,Data sources,"UIS based on UIS based on JAM - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,JAM,2023,Source,Data sources,"UIS based on UIS based on JAM - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,JOR,2017,Source,Data sources,"UIS based on UIS based on JOR - LFS - Employment and Unemployment Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,JOR,2018,Source,Data sources,"UIS based on UIS based on JOR - LFS - Employment and Unemployment Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,JOR,2019,Source,Data sources,"UIS based on UIS based on JOR - LFS - Employment and Unemployment Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,JOR,2020,Source,Data sources,"UIS based on UIS based on JOR - LFS - Employment and Unemployment Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,JOR,2021,Source,Data sources,"UIS based on UIS based on JOR - LFS - Employment and Unemployment Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,JOR,2022,Source,Data sources,"UIS based on UIS based on JOR - LFS - Employment and Unemployment Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,JOR,2023,Source,Data sources,"UIS based on UIS based on JOR - LFS - Employment and Unemployment Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KEN,2005,Source,Data sources,"UIS based on KOR - LFS - Economically Active Popul - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: not specified"
PRYA.12MO.AG15T24.M,KEN,2016,Source,Data sources,"UIS based on UIS based on KEN - HIES - Household Budget Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KEN,2019,Source,Data sources,"UIS based on UIS based on KEN - HS - Continuous household survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KEN,2021,Source,Data sources,"UIS based on UIS based on KEN - HS - Continuous household survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KGZ,2010,Source,Data sources,"UIS based on UIS based on KGZ - LFS - Employment and Unemployment Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KGZ,2011,Source,Data sources,"UIS based on UIS based on KGZ - LFS - Employment and Unemployment Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KGZ,2012,Source,Data sources,"UIS based on UIS based on KGZ - LFS - Employment and Unemployment Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KGZ,2013,Source,Data sources,"UIS based on UIS based on KGZ - LFS - Employment and Unemployment Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KGZ,2014,Source,Data sources,"UIS based on UIS based on KGZ - LFS - Employment and Unemployment Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KGZ,2015,Source,Data sources,"UIS based on UIS based on KGZ - LFS - Employment and Unemployment Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KGZ,2016,Source,Data sources,"UIS based on UIS based on KGZ - LFS - Employment and Unemployment Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KGZ,2017,Source,Data sources,"UIS based on UIS based on KGZ - LFS - Employment and Unemployment Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KGZ,2018,Source,Data sources,"UIS based on UIS based on KGZ - LFS - Employment and Unemployment Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KGZ,2019,Source,Data sources,"UIS based on UIS based on KGZ - LFS - Employment and Unemployment Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KGZ,2020,Source,Data sources,"UIS based on UIS based on KGZ - LFS - Employment and Unemployment Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KGZ,2021,Source,Data sources,"UIS based on UIS based on KGZ - LFS - Employment and Unemployment Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KGZ,2022,Source,Data sources,"UIS based on UIS based on KGZ - LFS - Employment and Unemployment Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KHM,2000,Source,Data sources,"UIS based on KOR - LFS - Economically Active Popul - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: not specified"
PRYA.12MO.AG15T24.M,KHM,2001,Source,Data sources,"UIS based on KOR - LFS - Economically Active Popul - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: not specified"
PRYA.12MO.AG15T24.M,KHM,2007,Source,Data sources,"UIS based on KOR - LFS - Economically Active Popul - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: not specified"
PRYA.12MO.AG15T24.M,KHM,2008,Source,Data sources,"UIS based on KOR - LFS - Economically Active Popul - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: not specified"
PRYA.12MO.AG15T24.M,KHM,2009,Source,Data sources,"UIS based on KOR - LFS - Economically Active Popul - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: not specified"
PRYA.12MO.AG15T24.M,KHM,2010,Source,Data sources,"UIS based on UIS based on KHM - HIES - Household Socio-Economic Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KHM,2011,Source,Data sources,"UIS based on UIS based on KHM - HIES - Household Socio-Economic Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KHM,2012,Source,Data sources,"UIS based on UIS based on KHM - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KHM,2013,Source,Data sources,"UIS based on UIS based on KHM - HIES - Household Socio-Economic Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KHM,2014,Source,Data sources,"UIS based on UIS based on KHM - HIES - Household Socio-Economic Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KHM,2015,Source,Data sources,"UIS based on UIS based on KHM - HIES - Household Socio-Economic Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KHM,2016,Source,Data sources,"UIS based on UIS based on KHM - HIES - Household Socio-Economic Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KHM,2017,Source,Data sources,"UIS based on UIS based on KHM - HIES - Household Socio-Economic Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KHM,2019,Source,Data sources,"UIS based on UIS based on KHM - LFS - Labour Force Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KHM,2020,Source,Data sources,"UIS based on UIS based on KHM - HIES - Household Socio-Economic Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KHM,2021,Source,Data sources,"UIS based on UIS based on KHM - HIES - Household Socio-Economic Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KIR,2015,Source,Data sources,"UIS based on UIS based on KIR - PC - Population Census; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KIR,2019,Source,Data sources,"UIS based on UIS based on KIR - HIES - Household Income and Expenditure Survey; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KIR,2020,Source,Data sources,"UIS based on UIS based on KIR - PC - Population Census; Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None"
PRYA.12MO.AG15T24.M,KOR,2000,Source,Data sources,"UIS based on KOR - LFS - Economically Active Popul - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: not specified"
PRYA.12MO.AG15T24.M,KOR,2001,Source,Data sources,"UIS based on KOR - LFS - Economically Active Popul - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: not specified"
PRYA.12MO.AG15T24.M,KOR,2002,Source,Data sources,"UIS based on KOR - LFS - Economically Active Popul - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: not specified"
PRYA.12MO.AG15T24.M,KOR,2003,Source,Data sources,"UIS based on KOR - LFS - Economically Active Popul - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: not specified"
PRYA.12MO.AG15T24.M,KOR,2004,Source,Data sources,"UIS based on LTU - LFS - EU Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
PRYA.12MO.AG15T24.M,KOR,2005,Source,Data sources,"UIS based on LTU - LFS - EU Labour Force Survey - Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None. Reference period: last four weeks"
