region,region_type,year,access,pcnt
Oceania,SDG,2015,safe,NA
Oceania,SDG,2015,basic,NA
Oceania,SDG,2015,limited,1.9
Oceania,SDG,2015,unimproved,18.31
Oceania,SDG,2015,surface,23.9
Oceania,SDG,2016,safe,NA
Oceania,SDG,2016,basic,NA
Oceania,SDG,2016,limited,1.95
Oceania,SDG,2016,unimproved,18.75
Oceania,SDG,2016,surface,22.84
Oceania,SDG,2017,safe,NA
Oceania,SDG,2017,basic,NA
Oceania,SDG,2017,limited,2
Oceania,SDG,2017,unimproved,19.19
Oceania,SDG,2017,surface,21.77
Oceania,SDG,2018,safe,NA
Oceania,SDG,2018,basic,NA
Oceania,SDG,2018,limited,2.06
Oceania,SDG,2018,unimproved,19.63
Oceania,SDG,2018,surface,20.69
Oceania,SDG,2019,safe,NA
Oceania,SDG,2019,basic,NA
Oceania,SDG,2019,limited,2.11
Oceania,SDG,2019,unimproved,20.02
Oceania,SDG,2019,surface,19.59
Oceania,SDG,2020,safe,NA
Oceania,SDG,2020,basic,NA
Oceania,SDG,2020,limited,2.17
Oceania,SDG,2020,unimproved,20.4
Oceania,SDG,2020,surface,18.47
Oceania,SDG,2021,safe,NA
Oceania,SDG,2021,basic,NA
Oceania,SDG,2021,limited,2.23
Oceania,SDG,2021,unimproved,20.73
Oceania,SDG,2021,surface,17.34
Oceania,SDG,2022,safe,NA
Oceania,SDG,2022,basic,NA
Oceania,SDG,2022,limited,2.08
Oceania,SDG,2022,unimproved,21.19
Oceania,SDG,2022,surface,16.88
Small Island Developing States,DEV,2000,safe,54.85
Small Island Developing States,DEV,2000,basic,25.61
Small Island Developing States,DEV,2000,limited,2.81
Small Island Developing States,DEV,2000,unimproved,8.35
Small Island Developing States,DEV,2000,surface,8.37
Small Island Developing States,DEV,2001,safe,55.27
Small Island Developing States,DEV,2001,basic,25.29
Small Island Developing States,DEV,2001,limited,2.82
Small Island Developing States,DEV,2001,unimproved,8.34
Small Island Developing States,DEV,2001,surface,8.27
Small Island Developing States,DEV,2002,safe,54.77
Small Island Developing States,DEV,2002,basic,25.39
Small Island Developing States,DEV,2002,limited,2.88
Small Island Developing States,DEV,2002,unimproved,8.79
Small Island Developing States,DEV,2002,surface,8.16
Small Island Developing States,DEV,2003,safe,54.75
Small Island Developing States,DEV,2003,basic,25.52
Small Island Developing States,DEV,2003,limited,2.89
Small Island Developing States,DEV,2003,unimproved,8.77
Small Island Developing States,DEV,2003,surface,8.07
Small Island Developing States,DEV,2004,safe,54.7
Small Island Developing States,DEV,2004,basic,25.61
Small Island Developing States,DEV,2004,limited,2.92
Small Island Developing States,DEV,2004,unimproved,8.79
Small Island Developing States,DEV,2004,surface,7.97
Small Island Developing States,DEV,2005,safe,54.75
Small Island Developing States,DEV,2005,basic,25.71
Small Island Developing States,DEV,2005,limited,2.97
Small Island Developing States,DEV,2005,unimproved,8.85
Small Island Developing States,DEV,2005,surface,7.72
Small Island Developing States,DEV,2006,safe,54.85
Small Island Developing States,DEV,2006,basic,25.76
Small Island Developing States,DEV,2006,limited,3.02
Small Island Developing States,DEV,2006,unimproved,8.89
Small Island Developing States,DEV,2006,surface,7.48
Small Island Developing States,DEV,2007,safe,54.99
Small Island Developing States,DEV,2007,basic,25.79
Small Island Developing States,DEV,2007,limited,3.06
Small Island Developing States,DEV,2007,unimproved,8.94
Small Island Developing States,DEV,2007,surface,7.21
Small Island Developing States,DEV,2008,safe,55.13
Small Island Developing States,DEV,2008,basic,25.82
Small Island Developing States,DEV,2008,limited,3.11
Small Island Developing States,DEV,2008,unimproved,9
Small Island Developing States,DEV,2008,surface,6.93
Small Island Developing States,DEV,2009,safe,55.29
Small Island Developing States,DEV,2009,basic,25.86
Small Island Developing States,DEV,2009,limited,3.15
Small Island Developing States,DEV,2009,unimproved,9.04
Small Island Developing States,DEV,2009,surface,6.66
Small Island Developing States,DEV,2010,safe,55.43
Small Island Developing States,DEV,2010,basic,25.91
Small Island Developing States,DEV,2010,limited,3.19
Small Island Developing States,DEV,2010,unimproved,9.08
Small Island Developing States,DEV,2010,surface,6.38
Small Island Developing States,DEV,2011,safe,55.53
Small Island Developing States,DEV,2011,basic,25.99
Small Island Developing States,DEV,2011,limited,3.24
Small Island Developing States,DEV,2011,unimproved,9.13
Small Island Developing States,DEV,2011,surface,6.1
Small Island Developing States,DEV,2012,safe,55.61
Small Island Developing States,DEV,2012,basic,26.07
Small Island Developing States,DEV,2012,limited,3.3
Small Island Developing States,DEV,2012,unimproved,9.2
Small Island Developing States,DEV,2012,surface,5.82
Small Island Developing States,DEV,2013,safe,55.7
Small Island Developing States,DEV,2013,basic,26.16
Small Island Developing States,DEV,2013,limited,3.34
Small Island Developing States,DEV,2013,unimproved,9.26
Small Island Developing States,DEV,2013,surface,5.53
Small Island Developing States,DEV,2014,safe,55.78
Small Island Developing States,DEV,2014,basic,26.27
Small Island Developing States,DEV,2014,limited,3.38
Small Island Developing States,DEV,2014,unimproved,9.33
Small Island Developing States,DEV,2014,surface,5.24
Small Island Developing States,DEV,2015,safe,55.84
Small Island Developing States,DEV,2015,basic,26.41
Small Island Developing States,DEV,2015,limited,3.41
Small Island Developing States,DEV,2015,unimproved,9.38
Small Island Developing States,DEV,2015,surface,4.96
Small Island Developing States,DEV,2016,safe,55.92
Small Island Developing States,DEV,2016,basic,26.54
Small Island Developing States,DEV,2016,limited,3.44
Small Island Developing States,DEV,2016,unimproved,9.42
Small Island Developing States,DEV,2016,surface,4.69
Small Island Developing States,DEV,2017,safe,55.96
Small Island Developing States,DEV,2017,basic,26.68
Small Island Developing States,DEV,2017,limited,3.48
Small Island Developing States,DEV,2017,unimproved,9.38
Small Island Developing States,DEV,2017,surface,4.5
Small Island Developing States,DEV,2018,safe,55.86
Small Island Developing States,DEV,2018,basic,26.92
Small Island Developing States,DEV,2018,limited,3.54
Small Island Developing States,DEV,2018,unimproved,9.37
Small Island Developing States,DEV,2018,surface,4.31
Small Island Developing States,DEV,2019,safe,55.98
Small Island Developing States,DEV,2019,basic,26.99
Small Island Developing States,DEV,2019,limited,3.59
Small Island Developing States,DEV,2019,unimproved,9.2
Small Island Developing States,DEV,2019,surface,4.24
Small Island Developing States,DEV,2020,safe,55.99
Small Island Developing States,DEV,2020,basic,26.83
Small Island Developing States,DEV,2020,limited,3.71
Small Island Developing States,DEV,2020,unimproved,9.43
Small Island Developing States,DEV,2020,surface,4.04
Small Island Developing States,DEV,2021,safe,55.92
Small Island Developing States,DEV,2021,basic,27.15
Small Island Developing States,DEV,2021,limited,3.67
Small Island Developing States,DEV,2021,unimproved,9.42
Small Island Developing States,DEV,2021,surface,3.84
Small Island Developing States,DEV,2022,safe,55.99
Small Island Developing States,DEV,2022,basic,27.13
Small Island Developing States,DEV,2022,limited,3.65
Small Island Developing States,DEV,2022,unimproved,9.45
Small Island Developing States,DEV,2022,surface,3.77
South-east Asia,WHO,2000,safe,NA
South-east Asia,WHO,2000,basic,NA
South-east Asia,WHO,2000,limited,3.59
South-east Asia,WHO,2000,unimproved,13.73
South-east Asia,WHO,2000,surface,2.23
South-east Asia,WHO,2001,safe,NA
South-east Asia,WHO,2001,basic,NA
South-east Asia,WHO,2001,limited,3.59
South-east Asia,WHO,2001,unimproved,13.17
South-east Asia,WHO,2001,surface,2.17
South-east Asia,WHO,2002,safe,NA
South-east Asia,WHO,2002,basic,NA
South-east Asia,WHO,2002,limited,3.58
South-east Asia,WHO,2002,unimproved,12.62
South-east Asia,WHO,2002,surface,2.1
South-east Asia,WHO,2003,safe,NA
South-east Asia,WHO,2003,basic,NA
South-east Asia,WHO,2003,limited,3.56
South-east Asia,WHO,2003,unimproved,12.06
South-east Asia,WHO,2003,surface,2.03
South-east Asia,WHO,2004,safe,NA
South-east Asia,WHO,2004,basic,NA
South-east Asia,WHO,2004,limited,3.55
South-east Asia,WHO,2004,unimproved,11.5
South-east Asia,WHO,2004,surface,1.96
South-east Asia,WHO,2005,safe,NA
South-east Asia,WHO,2005,basic,NA
South-east Asia,WHO,2005,limited,3.53
South-east Asia,WHO,2005,unimproved,10.95
South-east Asia,WHO,2005,surface,1.89
South-east Asia,WHO,2006,safe,NA
South-east Asia,WHO,2006,basic,NA
South-east Asia,WHO,2006,limited,3.51
South-east Asia,WHO,2006,unimproved,10.41
South-east Asia,WHO,2006,surface,1.82
South-east Asia,WHO,2007,safe,NA
South-east Asia,WHO,2007,basic,NA
South-east Asia,WHO,2007,limited,3.5
South-east Asia,WHO,2007,unimproved,9.88
South-east Asia,WHO,2007,surface,1.76
South-east Asia,WHO,2008,safe,NA
South-east Asia,WHO,2008,basic,NA
South-east Asia,WHO,2008,limited,3.48
South-east Asia,WHO,2008,unimproved,9.34
South-east Asia,WHO,2008,surface,1.69
South-east Asia,WHO,2009,safe,NA
South-east Asia,WHO,2009,basic,NA
South-east Asia,WHO,2009,limited,3.46
South-east Asia,WHO,2009,unimproved,8.81
South-east Asia,WHO,2009,surface,1.62
South-east Asia,WHO,2010,safe,NA
South-east Asia,WHO,2010,basic,NA
South-east Asia,WHO,2010,limited,3.45
South-east Asia,WHO,2010,unimproved,8.28
South-east Asia,WHO,2010,surface,1.56
South-east Asia,WHO,2011,safe,NA
South-east Asia,WHO,2011,basic,NA
South-east Asia,WHO,2011,limited,3.43
South-east Asia,WHO,2011,unimproved,7.76
South-east Asia,WHO,2011,surface,1.5
South-east Asia,WHO,2012,safe,NA
South-east Asia,WHO,2012,basic,NA
South-east Asia,WHO,2012,limited,3.41
South-east Asia,WHO,2012,unimproved,7.24
South-east Asia,WHO,2012,surface,1.44
South-east Asia,WHO,2013,safe,NA
South-east Asia,WHO,2013,basic,NA
South-east Asia,WHO,2013,limited,3.39
South-east Asia,WHO,2013,unimproved,6.73
South-east Asia,WHO,2013,surface,1.37
South-east Asia,WHO,2014,safe,NA
South-east Asia,WHO,2014,basic,NA
South-east Asia,WHO,2014,limited,3.36
South-east Asia,WHO,2014,unimproved,6.21
South-east Asia,WHO,2014,surface,1.31
South-east Asia,WHO,2015,safe,NA
South-east Asia,WHO,2015,basic,NA
South-east Asia,WHO,2015,limited,3.34
South-east Asia,WHO,2015,unimproved,5.7
South-east Asia,WHO,2015,surface,1.25
South-east Asia,WHO,2016,safe,NA
South-east Asia,WHO,2016,basic,NA
South-east Asia,WHO,2016,limited,3.32
South-east Asia,WHO,2016,unimproved,5.19
South-east Asia,WHO,2016,surface,1.2
South-east Asia,WHO,2017,safe,NA
South-east Asia,WHO,2017,basic,NA
South-east Asia,WHO,2017,limited,3.29
South-east Asia,WHO,2017,unimproved,4.68
South-east Asia,WHO,2017,surface,1.14
South-east Asia,WHO,2018,safe,NA
South-east Asia,WHO,2018,basic,NA
South-east Asia,WHO,2018,limited,3.27
South-east Asia,WHO,2018,unimproved,4.19
South-east Asia,WHO,2018,surface,1.08
South-east Asia,WHO,2019,safe,NA
South-east Asia,WHO,2019,basic,NA
South-east Asia,WHO,2019,limited,3.24
South-east Asia,WHO,2019,unimproved,3.7
South-east Asia,WHO,2019,surface,1.02
South-east Asia,WHO,2020,safe,NA
South-east Asia,WHO,2020,basic,NA
South-east Asia,WHO,2020,limited,3.21
South-east Asia,WHO,2020,unimproved,3.21
South-east Asia,WHO,2020,surface,0.96
South-east Asia,WHO,2021,safe,NA
South-east Asia,WHO,2021,basic,NA
South-east Asia,WHO,2021,limited,3.19
South-east Asia,WHO,2021,unimproved,2.72
South-east Asia,WHO,2021,surface,0.91
South-east Asia,WHO,2022,safe,NA
South-east Asia,WHO,2022,basic,NA
South-east Asia,WHO,2022,limited,3.18
South-east Asia,WHO,2022,unimproved,2.27
South-east Asia,WHO,2022,surface,0.87
Sub-Saharan Africa,SDG,2000,safe,16.89
Sub-Saharan Africa,SDG,2000,basic,28.64
Sub-Saharan Africa,SDG,2000,limited,8.96
Sub-Saharan Africa,SDG,2000,unimproved,27.16
Sub-Saharan Africa,SDG,2000,surface,18.34
Sub-Saharan Africa,SDG,2001,safe,17.21
Sub-Saharan Africa,SDG,2001,basic,29.14
Sub-Saharan Africa,SDG,2001,limited,9.24
Sub-Saharan Africa,SDG,2001,unimproved,26.46
Sub-Saharan Africa,SDG,2001,surface,17.94
Sub-Saharan Africa,SDG,2002,safe,17.69
Sub-Saharan Africa,SDG,2002,basic,29.54
Sub-Saharan Africa,SDG,2002,limited,9.49
Sub-Saharan Africa,SDG,2002,unimproved,25.9
Sub-Saharan Africa,SDG,2002,surface,17.37
Sub-Saharan Africa,SDG,2003,safe,18.19
Sub-Saharan Africa,SDG,2003,basic,29.93
Sub-Saharan Africa,SDG,2003,limited,9.74
Sub-Saharan Africa,SDG,2003,unimproved,25.35
Sub-Saharan Africa,SDG,2003,surface,16.79
Sub-Saharan Africa,SDG,2004,safe,18.75
Sub-Saharan Africa,SDG,2004,basic,30.26
Sub-Saharan Africa,SDG,2004,limited,9.98
Sub-Saharan Africa,SDG,2004,unimproved,24.8
Sub-Saharan Africa,SDG,2004,surface,16.21
Sub-Saharan Africa,SDG,2005,safe,19.32
Sub-Saharan Africa,SDG,2005,basic,30.59
Sub-Saharan Africa,SDG,2005,limited,10.22
Sub-Saharan Africa,SDG,2005,unimproved,24.26
Sub-Saharan Africa,SDG,2005,surface,15.61
Sub-Saharan Africa,SDG,2006,safe,19.94
Sub-Saharan Africa,SDG,2006,basic,30.89
Sub-Saharan Africa,SDG,2006,limited,10.44
Sub-Saharan Africa,SDG,2006,unimproved,23.7
Sub-Saharan Africa,SDG,2006,surface,15.02
Sub-Saharan Africa,SDG,2007,safe,20.59
Sub-Saharan Africa,SDG,2007,basic,31.13
Sub-Saharan Africa,SDG,2007,limited,10.67
Sub-Saharan Africa,SDG,2007,unimproved,23.17
Sub-Saharan Africa,SDG,2007,surface,14.45
Sub-Saharan Africa,SDG,2008,safe,21.31
Sub-Saharan Africa,SDG,2008,basic,31.35
Sub-Saharan Africa,SDG,2008,limited,10.89
Sub-Saharan Africa,SDG,2008,unimproved,22.61
Sub-Saharan Africa,SDG,2008,surface,13.85
Sub-Saharan Africa,SDG,2009,safe,22.04
Sub-Saharan Africa,SDG,2009,basic,31.55
Sub-Saharan Africa,SDG,2009,limited,11.1
Sub-Saharan Africa,SDG,2009,unimproved,22.05
Sub-Saharan Africa,SDG,2009,surface,13.26
Sub-Saharan Africa,SDG,2010,safe,22.81
Sub-Saharan Africa,SDG,2010,basic,31.71
Sub-Saharan Africa,SDG,2010,limited,11.31
Sub-Saharan Africa,SDG,2010,unimproved,21.49
Sub-Saharan Africa,SDG,2010,surface,12.68
Sub-Saharan Africa,SDG,2011,safe,23.36
Sub-Saharan Africa,SDG,2011,basic,31.94
Sub-Saharan Africa,SDG,2011,limited,11.65
Sub-Saharan Africa,SDG,2011,unimproved,20.84
Sub-Saharan Africa,SDG,2011,surface,12.2
Sub-Saharan Africa,SDG,2012,safe,24.18
Sub-Saharan Africa,SDG,2012,basic,32.04
Sub-Saharan Africa,SDG,2012,limited,11.86
Sub-Saharan Africa,SDG,2012,unimproved,20.3
Sub-Saharan Africa,SDG,2012,surface,11.62
Sub-Saharan Africa,SDG,2013,safe,25.02
Sub-Saharan Africa,SDG,2013,basic,32.11
Sub-Saharan Africa,SDG,2013,limited,12.07
Sub-Saharan Africa,SDG,2013,unimproved,19.76
Sub-Saharan Africa,SDG,2013,surface,11.04
Sub-Saharan Africa,SDG,2014,safe,25.91
Sub-Saharan Africa,SDG,2014,basic,32.15
Sub-Saharan Africa,SDG,2014,limited,12.27
Sub-Saharan Africa,SDG,2014,unimproved,19.22
Sub-Saharan Africa,SDG,2014,surface,10.46
Sub-Saharan Africa,SDG,2015,safe,26.83
Sub-Saharan Africa,SDG,2015,basic,32.16
Sub-Saharan Africa,SDG,2015,limited,12.46
Sub-Saharan Africa,SDG,2015,unimproved,18.68
Sub-Saharan Africa,SDG,2015,surface,9.88
Sub-Saharan Africa,SDG,2016,safe,27.75
Sub-Saharan Africa,SDG,2016,basic,32.14
Sub-Saharan Africa,SDG,2016,limited,12.65
Sub-Saharan Africa,SDG,2016,unimproved,18.15
Sub-Saharan Africa,SDG,2016,surface,9.32
Sub-Saharan Africa,SDG,2017,safe,28.66
Sub-Saharan Africa,SDG,2017,basic,32.14
Sub-Saharan Africa,SDG,2017,limited,12.83
Sub-Saharan Africa,SDG,2017,unimproved,17.64
Sub-Saharan Africa,SDG,2017,surface,8.74
Sub-Saharan Africa,SDG,2018,safe,29.24
Sub-Saharan Africa,SDG,2018,basic,32.44
Sub-Saharan Africa,SDG,2018,limited,13.03
Sub-Saharan Africa,SDG,2018,unimproved,17.1
Sub-Saharan Africa,SDG,2018,surface,8.19
Sub-Saharan Africa,SDG,2019,safe,29.82
Sub-Saharan Africa,SDG,2019,basic,32.75
Sub-Saharan Africa,SDG,2019,limited,13.23
Sub-Saharan Africa,SDG,2019,unimproved,16.53
Sub-Saharan Africa,SDG,2019,surface,7.67
Sub-Saharan Africa,SDG,2020,safe,30.37
Sub-Saharan Africa,SDG,2020,basic,33.06
Sub-Saharan Africa,SDG,2020,limited,13.42
Sub-Saharan Africa,SDG,2020,unimproved,15.98
Sub-Saharan Africa,SDG,2020,surface,7.16
Sub-Saharan Africa,SDG,2021,safe,30.93
Sub-Saharan Africa,SDG,2021,basic,33.38
Sub-Saharan Africa,SDG,2021,limited,13.59
Sub-Saharan Africa,SDG,2021,unimproved,15.39
Sub-Saharan Africa,SDG,2021,surface,6.71
Sub-Saharan Africa,SDG,2022,safe,31.35
Sub-Saharan Africa,SDG,2022,basic,33.69
Sub-Saharan Africa,SDG,2022,limited,13.75
Sub-Saharan Africa,SDG,2022,unimproved,14.93
Sub-Saharan Africa,SDG,2022,surface,6.29
Upper-middle-income countries,DEV,2000,safe,69.02
Upper-middle-income countries,DEV,2000,basic,14.29
Upper-middle-income countries,DEV,2000,limited,0.71
Upper-middle-income countries,DEV,2000,unimproved,13.39
Upper-middle-income countries,DEV,2000,surface,2.58
Upper-middle-income countries,DEV,2001,safe,69.26
Upper-middle-income countries,DEV,2001,basic,14.45
Upper-middle-income countries,DEV,2001,limited,0.7
Upper-middle-income countries,DEV,2001,unimproved,13.06
Upper-middle-income countries,DEV,2001,surface,2.52
Upper-middle-income countries,DEV,2002,safe,70.21
Upper-middle-income countries,DEV,2002,basic,14.36
Upper-middle-income countries,DEV,2002,limited,0.72
Upper-middle-income countries,DEV,2002,unimproved,12.25
Upper-middle-income countries,DEV,2002,surface,2.46
Upper-middle-income countries,DEV,2003,safe,70.89
Upper-middle-income countries,DEV,2003,basic,14.52
Upper-middle-income countries,DEV,2003,limited,0.74
Upper-middle-income countries,DEV,2003,unimproved,11.46
Upper-middle-income countries,DEV,2003,surface,2.39
Upper-middle-income countries,DEV,2004,safe,71.55
Upper-middle-income countries,DEV,2004,basic,14.67
Upper-middle-income countries,DEV,2004,limited,0.76
Upper-middle-income countries,DEV,2004,unimproved,10.7
Upper-middle-income countries,DEV,2004,surface,2.33
Upper-middle-income countries,DEV,2005,safe,72.2
Upper-middle-income countries,DEV,2005,basic,14.81
Upper-middle-income countries,DEV,2005,limited,0.77
Upper-middle-income countries,DEV,2005,unimproved,10.02
Upper-middle-income countries,DEV,2005,surface,2.19
Upper-middle-income countries,DEV,2006,safe,72.84
Upper-middle-income countries,DEV,2006,basic,14.94
Upper-middle-income countries,DEV,2006,limited,0.79
Upper-middle-income countries,DEV,2006,unimproved,9.37
Upper-middle-income countries,DEV,2006,surface,2.05
Upper-middle-income countries,DEV,2007,safe,73.47
Upper-middle-income countries,DEV,2007,basic,15.06
Upper-middle-income countries,DEV,2007,limited,0.8
Upper-middle-income countries,DEV,2007,unimproved,8.75
Upper-middle-income countries,DEV,2007,surface,1.92
Upper-middle-income countries,DEV,2008,safe,74.08
Upper-middle-income countries,DEV,2008,basic,15.18
Upper-middle-income countries,DEV,2008,limited,0.82
Upper-middle-income countries,DEV,2008,unimproved,8.15
Upper-middle-income countries,DEV,2008,surface,1.78
Upper-middle-income countries,DEV,2009,safe,74.65
Upper-middle-income countries,DEV,2009,basic,15.3
Upper-middle-income countries,DEV,2009,limited,0.84
Upper-middle-income countries,DEV,2009,unimproved,7.55
Upper-middle-income countries,DEV,2009,surface,1.65
Upper-middle-income countries,DEV,2010,safe,75.21
Upper-middle-income countries,DEV,2010,basic,15.42
Upper-middle-income countries,DEV,2010,limited,0.86
Upper-middle-income countries,DEV,2010,unimproved,6.98
Upper-middle-income countries,DEV,2010,surface,1.53
Upper-middle-income countries,DEV,2011,safe,75.74
Upper-middle-income countries,DEV,2011,basic,15.54
Upper-middle-income countries,DEV,2011,limited,0.88
Upper-middle-income countries,DEV,2011,unimproved,6.43
Upper-middle-income countries,DEV,2011,surface,1.41
Upper-middle-income countries,DEV,2012,safe,76.25
Upper-middle-income countries,DEV,2012,basic,15.67
Upper-middle-income countries,DEV,2012,limited,0.89
Upper-middle-income countries,DEV,2012,unimproved,5.9
Upper-middle-income countries,DEV,2012,surface,1.29
Upper-middle-income countries,DEV,2013,safe,76.78
Upper-middle-income countries,DEV,2013,basic,15.74
Upper-middle-income countries,DEV,2013,limited,0.91
Upper-middle-income countries,DEV,2013,unimproved,5.39
Upper-middle-income countries,DEV,2013,surface,1.18
Upper-middle-income countries,DEV,2014,safe,77.31
Upper-middle-income countries,DEV,2014,basic,15.8
Upper-middle-income countries,DEV,2014,limited,0.92
Upper-middle-income countries,DEV,2014,unimproved,4.9
Upper-middle-income countries,DEV,2014,surface,1.06
Upper-middle-income countries,DEV,2015,safe,77.82
Upper-middle-income countries,DEV,2015,basic,15.86
Upper-middle-income countries,DEV,2015,limited,0.94
Upper-middle-income countries,DEV,2015,unimproved,4.43
Upper-middle-income countries,DEV,2015,surface,0.95
Upper-middle-income countries,DEV,2016,safe,78.31
Upper-middle-income countries,DEV,2016,basic,15.92
Upper-middle-income countries,DEV,2016,limited,0.95
Upper-middle-income countries,DEV,2016,unimproved,3.98
Upper-middle-income countries,DEV,2016,surface,0.85
Upper-middle-income countries,DEV,2017,safe,78.78
Upper-middle-income countries,DEV,2017,basic,15.95
Upper-middle-income countries,DEV,2017,limited,0.96
Upper-middle-income countries,DEV,2017,unimproved,3.48
Upper-middle-income countries,DEV,2017,surface,0.83
Upper-middle-income countries,DEV,2018,safe,79.23
Upper-middle-income countries,DEV,2018,basic,16
Upper-middle-income countries,DEV,2018,limited,0.97
Upper-middle-income countries,DEV,2018,unimproved,3.06
Upper-middle-income countries,DEV,2018,surface,0.74
Upper-middle-income countries,DEV,2019,safe,79.64
Upper-middle-income countries,DEV,2019,basic,16.08
Upper-middle-income countries,DEV,2019,limited,0.98
Upper-middle-income countries,DEV,2019,unimproved,2.67
Upper-middle-income countries,DEV,2019,surface,0.63
Upper-middle-income countries,DEV,2020,safe,80.01
Upper-middle-income countries,DEV,2020,basic,16.18
Upper-middle-income countries,DEV,2020,limited,0.97
Upper-middle-income countries,DEV,2020,unimproved,2.32
Upper-middle-income countries,DEV,2020,surface,0.53
Upper-middle-income countries,DEV,2021,safe,80.35
Upper-middle-income countries,DEV,2021,basic,16.4
Upper-middle-income countries,DEV,2021,limited,0.83
Upper-middle-income countries,DEV,2021,unimproved,1.95
Upper-middle-income countries,DEV,2021,surface,0.47
Upper-middle-income countries,DEV,2022,safe,80.62
Upper-middle-income countries,DEV,2022,basic,16.72
Upper-middle-income countries,DEV,2022,limited,0.61
Upper-middle-income countries,DEV,2022,unimproved,1.58
Upper-middle-income countries,DEV,2022,surface,0.46
Western Pacific,WHO,2000,safe,NA
Western Pacific,WHO,2000,basic,NA
Western Pacific,WHO,2000,limited,0.51
Western Pacific,WHO,2000,unimproved,15.44
Western Pacific,WHO,2000,surface,3.03
Western Pacific,WHO,2001,safe,NA
Western Pacific,WHO,2001,basic,NA
Western Pacific,WHO,2001,limited,0.51
Western Pacific,WHO,2001,unimproved,15.15
Western Pacific,WHO,2001,surface,2.96
Western Pacific,WHO,2002,safe,NA
Western Pacific,WHO,2002,basic,NA
Western Pacific,WHO,2002,limited,0.54
Western Pacific,WHO,2002,unimproved,13.81
Western Pacific,WHO,2002,surface,2.83
Western Pacific,WHO,2003,safe,NA
Western Pacific,WHO,2003,basic,NA
Western Pacific,WHO,2003,limited,0.58
Western Pacific,WHO,2003,unimproved,12.9
Western Pacific,WHO,2003,surface,2.75
Western Pacific,WHO,2004,safe,NA
Western Pacific,WHO,2004,basic,NA
Western Pacific,WHO,2004,limited,0.62
Western Pacific,WHO,2004,unimproved,12.01
Western Pacific,WHO,2004,surface,2.68
Western Pacific,WHO,2005,safe,NA
Western Pacific,WHO,2005,basic,NA
Western Pacific,WHO,2005,limited,0.66
Western Pacific,WHO,2005,unimproved,11.25
Western Pacific,WHO,2005,surface,2.5
Western Pacific,WHO,2006,safe,NA
Western Pacific,WHO,2006,basic,NA
Western Pacific,WHO,2006,limited,0.7
Western Pacific,WHO,2006,unimproved,10.52
Western Pacific,WHO,2006,surface,2.33
Western Pacific,WHO,2007,safe,NA
Western Pacific,WHO,2007,basic,NA
Western Pacific,WHO,2007,limited,0.74
Western Pacific,WHO,2007,unimproved,9.82
Western Pacific,WHO,2007,surface,2.15
Western Pacific,WHO,2008,safe,NA
Western Pacific,WHO,2008,basic,NA
Western Pacific,WHO,2008,limited,0.78
Western Pacific,WHO,2008,unimproved,9.09
Western Pacific,WHO,2008,surface,2.03
Western Pacific,WHO,2009,safe,NA
Western Pacific,WHO,2009,basic,NA
Western Pacific,WHO,2009,limited,0.81
Western Pacific,WHO,2009,unimproved,8.44
Western Pacific,WHO,2009,surface,1.86
Western Pacific,WHO,2010,safe,NA
Western Pacific,WHO,2010,basic,NA
Western Pacific,WHO,2010,limited,0.85
Western Pacific,WHO,2010,unimproved,7.81
Western Pacific,WHO,2010,surface,1.7
Western Pacific,WHO,2011,safe,NA
Western Pacific,WHO,2011,basic,NA
Western Pacific,WHO,2011,limited,0.88
Western Pacific,WHO,2011,unimproved,7.2
Western Pacific,WHO,2011,surface,1.54
Western Pacific,WHO,2012,safe,NA
Western Pacific,WHO,2012,basic,NA
Western Pacific,WHO,2012,limited,0.92
Western Pacific,WHO,2012,unimproved,6.63
Western Pacific,WHO,2012,surface,1.38
Western Pacific,WHO,2013,safe,NA
Western Pacific,WHO,2013,basic,NA
Western Pacific,WHO,2013,limited,0.95
Western Pacific,WHO,2013,unimproved,6.07
Western Pacific,WHO,2013,surface,1.23
Western Pacific,WHO,2014,safe,NA
Western Pacific,WHO,2014,basic,NA
Western Pacific,WHO,2014,limited,0.98
Western Pacific,WHO,2014,unimproved,5.54
Western Pacific,WHO,2014,surface,1.08
Western Pacific,WHO,2015,safe,NA
Western Pacific,WHO,2015,basic,NA
Western Pacific,WHO,2015,limited,1.02
Western Pacific,WHO,2015,unimproved,5.03
Western Pacific,WHO,2015,surface,0.94
Western Pacific,WHO,2016,safe,NA
Western Pacific,WHO,2016,basic,NA
Western Pacific,WHO,2016,limited,1.05
Western Pacific,WHO,2016,unimproved,4.54
Western Pacific,WHO,2016,surface,0.8
Western Pacific,WHO,2017,safe,NA
Western Pacific,WHO,2017,basic,NA
Western Pacific,WHO,2017,limited,1.07
Western Pacific,WHO,2017,unimproved,4.08
Western Pacific,WHO,2017,surface,0.66
Western Pacific,WHO,2018,safe,NA
Western Pacific,WHO,2018,basic,NA
Western Pacific,WHO,2018,limited,1.09
Western Pacific,WHO,2018,unimproved,3.63
Western Pacific,WHO,2018,surface,0.53
Western Pacific,WHO,2019,safe,NA
Western Pacific,WHO,2019,basic,NA
Western Pacific,WHO,2019,limited,1.11
Western Pacific,WHO,2019,unimproved,3.2
Western Pacific,WHO,2019,surface,0.42
Western Pacific,WHO,2020,safe,NA
Western Pacific,WHO,2020,basic,NA
Western Pacific,WHO,2020,limited,1.13
