region,region_type,year,access,pcnt
Eastern and South-Eastern Asia,SDG,2008,unimproved,9.49
Eastern and South-Eastern Asia,SDG,2008,surface,2.2
Eastern and South-Eastern Asia,SDG,2009,safe,74.5
Eastern and South-Eastern Asia,SDG,2009,basic,13.58
Eastern and South-Eastern Asia,SDG,2009,limited,1.04
Eastern and South-Eastern Asia,SDG,2009,unimproved,8.84
Eastern and South-Eastern Asia,SDG,2009,surface,2.04
Eastern and South-Eastern Asia,SDG,2010,safe,75.12
Eastern and South-Eastern Asia,SDG,2010,basic,13.73
Eastern and South-Eastern Asia,SDG,2010,limited,1.06
Eastern and South-Eastern Asia,SDG,2010,unimproved,8.22
Eastern and South-Eastern Asia,SDG,2010,surface,1.88
Eastern and South-Eastern Asia,SDG,2011,safe,70.37
Eastern and South-Eastern Asia,SDG,2011,basic,19.22
Eastern and South-Eastern Asia,SDG,2011,limited,1.07
Eastern and South-Eastern Asia,SDG,2011,unimproved,7.61
Eastern and South-Eastern Asia,SDG,2011,surface,1.72
Eastern and South-Eastern Asia,SDG,2012,safe,71.2
Eastern and South-Eastern Asia,SDG,2012,basic,19.11
Eastern and South-Eastern Asia,SDG,2012,limited,1.08
Eastern and South-Eastern Asia,SDG,2012,unimproved,7.03
Eastern and South-Eastern Asia,SDG,2012,surface,1.58
Eastern and South-Eastern Asia,SDG,2013,safe,72.03
Eastern and South-Eastern Asia,SDG,2013,basic,18.98
Eastern and South-Eastern Asia,SDG,2013,limited,1.09
Eastern and South-Eastern Asia,SDG,2013,unimproved,6.48
Eastern and South-Eastern Asia,SDG,2013,surface,1.42
Eastern and South-Eastern Asia,SDG,2014,safe,72.85
Eastern and South-Eastern Asia,SDG,2014,basic,18.84
Eastern and South-Eastern Asia,SDG,2014,limited,1.09
Eastern and South-Eastern Asia,SDG,2014,unimproved,5.93
Eastern and South-Eastern Asia,SDG,2014,surface,1.29
Eastern and South-Eastern Asia,SDG,2015,safe,73.65
Eastern and South-Eastern Asia,SDG,2015,basic,18.69
Eastern and South-Eastern Asia,SDG,2015,limited,1.1
Eastern and South-Eastern Asia,SDG,2015,unimproved,5.41
Eastern and South-Eastern Asia,SDG,2015,surface,1.15
Eastern and South-Eastern Asia,SDG,2016,safe,74.45
Eastern and South-Eastern Asia,SDG,2016,basic,18.53
Eastern and South-Eastern Asia,SDG,2016,limited,1.1
Eastern and South-Eastern Asia,SDG,2016,unimproved,4.9
Eastern and South-Eastern Asia,SDG,2016,surface,1.02
Eastern and South-Eastern Asia,SDG,2017,safe,75.24
Eastern and South-Eastern Asia,SDG,2017,basic,18.35
Eastern and South-Eastern Asia,SDG,2017,limited,1.11
Eastern and South-Eastern Asia,SDG,2017,unimproved,4.42
Eastern and South-Eastern Asia,SDG,2017,surface,0.89
Eastern and South-Eastern Asia,SDG,2018,safe,76.01
Eastern and South-Eastern Asia,SDG,2018,basic,18.18
Eastern and South-Eastern Asia,SDG,2018,limited,1.09
Eastern and South-Eastern Asia,SDG,2018,unimproved,3.95
Eastern and South-Eastern Asia,SDG,2018,surface,0.77
Eastern and South-Eastern Asia,SDG,2019,safe,76.76
Eastern and South-Eastern Asia,SDG,2019,basic,18.01
Eastern and South-Eastern Asia,SDG,2019,limited,1.08
Eastern and South-Eastern Asia,SDG,2019,unimproved,3.5
Eastern and South-Eastern Asia,SDG,2019,surface,0.65
Eastern and South-Eastern Asia,SDG,2020,safe,77.48
Eastern and South-Eastern Asia,SDG,2020,basic,17.83
Eastern and South-Eastern Asia,SDG,2020,limited,1.08
Eastern and South-Eastern Asia,SDG,2020,unimproved,3.05
Eastern and South-Eastern Asia,SDG,2020,surface,0.56
Eastern and South-Eastern Asia,SDG,2021,safe,78.15
Eastern and South-Eastern Asia,SDG,2021,basic,17.84
Eastern and South-Eastern Asia,SDG,2021,limited,0.92
Eastern and South-Eastern Asia,SDG,2021,unimproved,2.57
Eastern and South-Eastern Asia,SDG,2021,surface,0.53
Eastern and South-Eastern Asia,SDG,2022,safe,78.51
Eastern and South-Eastern Asia,SDG,2022,basic,18.21
Eastern and South-Eastern Asia,SDG,2022,limited,0.67
Eastern and South-Eastern Asia,SDG,2022,unimproved,2.11
Eastern and South-Eastern Asia,SDG,2022,surface,0.5
Europe,WHO,2000,safe,86.4
Europe,WHO,2000,basic,10.31
Europe,WHO,2000,limited,0.77
Europe,WHO,2000,unimproved,1.69
Europe,WHO,2000,surface,0.83
Europe,WHO,2001,safe,86.53
Europe,WHO,2001,basic,10.23
Europe,WHO,2001,limited,0.76
Europe,WHO,2001,unimproved,1.66
Europe,WHO,2001,surface,0.81
Europe,WHO,2002,safe,86.73
Europe,WHO,2002,basic,10.11
Europe,WHO,2002,limited,0.76
Europe,WHO,2002,unimproved,1.6
Europe,WHO,2002,surface,0.79
Europe,WHO,2003,safe,86.94
Europe,WHO,2003,basic,9.99
Europe,WHO,2003,limited,0.75
Europe,WHO,2003,unimproved,1.55
Europe,WHO,2003,surface,0.77
Europe,WHO,2004,safe,87.33
Europe,WHO,2004,basic,9.66
Europe,WHO,2004,limited,0.78
Europe,WHO,2004,unimproved,1.49
Europe,WHO,2004,surface,0.75
Europe,WHO,2005,safe,88.23
Europe,WHO,2005,basic,8.92
Europe,WHO,2005,limited,0.77
Europe,WHO,2005,unimproved,1.37
Europe,WHO,2005,surface,0.71
Europe,WHO,2006,safe,88.63
Europe,WHO,2006,basic,8.58
Europe,WHO,2006,limited,0.78
Europe,WHO,2006,unimproved,1.32
Europe,WHO,2006,surface,0.69
Europe,WHO,2007,safe,89.02
Europe,WHO,2007,basic,8.25
Europe,WHO,2007,limited,0.8
Europe,WHO,2007,unimproved,1.26
Europe,WHO,2007,surface,0.66
Europe,WHO,2008,safe,89.45
Europe,WHO,2008,basic,7.89
Europe,WHO,2008,limited,0.82
Europe,WHO,2008,unimproved,1.33
Europe,WHO,2008,surface,0.52
Europe,WHO,2009,safe,89.83
Europe,WHO,2009,basic,7.57
Europe,WHO,2009,limited,0.83
Europe,WHO,2009,unimproved,1.27
Europe,WHO,2009,surface,0.5
Europe,WHO,2010,safe,90.18
Europe,WHO,2010,basic,7.25
Europe,WHO,2010,limited,0.84
Europe,WHO,2010,unimproved,1.25
Europe,WHO,2010,surface,0.48
Europe,WHO,2011,safe,90.52
Europe,WHO,2011,basic,6.94
Europe,WHO,2011,limited,0.86
Europe,WHO,2011,unimproved,1.22
Europe,WHO,2011,surface,0.46
Europe,WHO,2012,safe,90.82
Europe,WHO,2012,basic,6.66
Europe,WHO,2012,limited,0.87
Europe,WHO,2012,unimproved,1.2
Europe,WHO,2012,surface,0.44
Europe,WHO,2013,safe,91.12
Europe,WHO,2013,basic,6.41
Europe,WHO,2013,limited,0.87
Europe,WHO,2013,unimproved,1.18
Europe,WHO,2013,surface,0.42
Europe,WHO,2014,safe,91.28
Europe,WHO,2014,basic,6.27
Europe,WHO,2014,limited,0.88
Europe,WHO,2014,unimproved,1.16
Europe,WHO,2014,surface,0.4
Europe,WHO,2015,safe,91.43
Europe,WHO,2015,basic,6.17
Europe,WHO,2015,limited,0.87
Europe,WHO,2015,unimproved,1.14
Europe,WHO,2015,surface,0.38
Europe,WHO,2016,safe,91.57
Europe,WHO,2016,basic,6.08
Europe,WHO,2016,limited,0.86
Europe,WHO,2016,unimproved,1.13
Europe,WHO,2016,surface,0.36
Europe,WHO,2017,safe,91.72
Europe,WHO,2017,basic,5.98
Europe,WHO,2017,limited,0.85
Europe,WHO,2017,unimproved,1.11
Europe,WHO,2017,surface,0.34
Europe,WHO,2018,safe,91.83
Europe,WHO,2018,basic,5.91
Europe,WHO,2018,limited,0.84
Europe,WHO,2018,unimproved,1.09
Europe,WHO,2018,surface,0.32
Europe,WHO,2019,safe,91.95
Europe,WHO,2019,basic,5.84
Europe,WHO,2019,limited,0.83
Europe,WHO,2019,unimproved,1.08
Europe,WHO,2019,surface,0.3
Europe,WHO,2020,safe,92.03
Europe,WHO,2020,basic,5.8
Europe,WHO,2020,limited,0.81
Europe,WHO,2020,unimproved,1.07
Europe,WHO,2020,surface,0.29
Europe,WHO,2021,safe,92.06
Europe,WHO,2021,basic,5.78
Europe,WHO,2021,limited,0.8
Europe,WHO,2021,unimproved,1.07
Europe,WHO,2021,surface,0.29
Europe,WHO,2022,safe,91.95
Europe,WHO,2022,basic,5.9
Europe,WHO,2022,limited,0.77
Europe,WHO,2022,unimproved,1.03
Europe,WHO,2022,surface,0.35
Europe and Northern America,SDG,2000,safe,91.91
Europe and Northern America,SDG,2000,basic,6.64
Europe and Northern America,SDG,2000,limited,0.26
Europe and Northern America,SDG,2000,unimproved,1.05
Europe and Northern America,SDG,2000,surface,0.13
Europe and Northern America,SDG,2001,safe,91.98
Europe and Northern America,SDG,2001,basic,6.6
Europe and Northern America,SDG,2001,limited,0.26
Europe and Northern America,SDG,2001,unimproved,1.04
Europe and Northern America,SDG,2001,surface,0.13
Europe and Northern America,SDG,2002,safe,92.05
Europe and Northern America,SDG,2002,basic,6.55
Europe and Northern America,SDG,2002,limited,0.25
Europe and Northern America,SDG,2002,unimproved,1.01
Europe and Northern America,SDG,2002,surface,0.13
Europe and Northern America,SDG,2003,safe,92.11
Europe and Northern America,SDG,2003,basic,6.51
Europe and Northern America,SDG,2003,limited,0.25
Europe and Northern America,SDG,2003,unimproved,0.99
Europe and Northern America,SDG,2003,surface,0.13
Europe and Northern America,SDG,2004,safe,92.37
Europe and Northern America,SDG,2004,basic,6.26
Europe and Northern America,SDG,2004,limited,0.28
Europe and Northern America,SDG,2004,unimproved,0.96
Europe and Northern America,SDG,2004,surface,0.13
Europe and Northern America,SDG,2005,safe,92.64
Europe and Northern America,SDG,2005,basic,5.99
Europe and Northern America,SDG,2005,limited,0.28
Europe and Northern America,SDG,2005,unimproved,0.99
Europe and Northern America,SDG,2005,surface,0.11
Europe and Northern America,SDG,2006,safe,92.67
Europe and Northern America,SDG,2006,basic,5.96
Europe and Northern America,SDG,2006,limited,0.29
Europe and Northern America,SDG,2006,unimproved,0.96
Europe and Northern America,SDG,2006,surface,0.11
Europe and Northern America,SDG,2007,safe,93.48
Europe and Northern America,SDG,2007,basic,5.16
Europe and Northern America,SDG,2007,limited,0.31
Europe and Northern America,SDG,2007,unimproved,0.94
Europe and Northern America,SDG,2007,surface,0.11
Europe and Northern America,SDG,2008,safe,93.75
Europe and Northern America,SDG,2008,basic,4.9
Europe and Northern America,SDG,2008,limited,0.33
Europe and Northern America,SDG,2008,unimproved,1.01
Europe and Northern America,SDG,2008,surface,0.01
Europe and Northern America,SDG,2009,safe,93.99
Europe and Northern America,SDG,2009,basic,4.67
Europe and Northern America,SDG,2009,limited,0.35
Europe and Northern America,SDG,2009,unimproved,0.99
Europe and Northern America,SDG,2009,surface,0.01
Europe and Northern America,SDG,2010,safe,94.24
Europe and Northern America,SDG,2010,basic,4.42
Europe and Northern America,SDG,2010,limited,0.36
Europe and Northern America,SDG,2010,unimproved,0.97
Europe and Northern America,SDG,2010,surface,0.01
Europe and Northern America,SDG,2011,safe,94.48
Europe and Northern America,SDG,2011,basic,4.18
Europe and Northern America,SDG,2011,limited,0.37
Europe and Northern America,SDG,2011,unimproved,0.95
Europe and Northern America,SDG,2011,surface,0.02
Europe and Northern America,SDG,2012,safe,94.71
Europe and Northern America,SDG,2012,basic,3.96
Europe and Northern America,SDG,2012,limited,0.39
Europe and Northern America,SDG,2012,unimproved,0.93
Europe and Northern America,SDG,2012,surface,0.02
Europe and Northern America,SDG,2013,safe,94.92
Europe and Northern America,SDG,2013,basic,3.76
Europe and Northern America,SDG,2013,limited,0.39
Europe and Northern America,SDG,2013,unimproved,0.91
Europe and Northern America,SDG,2013,surface,0.02
Europe and Northern America,SDG,2014,safe,95
Europe and Northern America,SDG,2014,basic,3.68
Europe and Northern America,SDG,2014,limited,0.4
Europe and Northern America,SDG,2014,unimproved,0.89
Europe and Northern America,SDG,2014,surface,0.02
Europe and Northern America,SDG,2015,safe,95.05
Europe and Northern America,SDG,2015,basic,3.65
Europe and Northern America,SDG,2015,limited,0.4
Europe and Northern America,SDG,2015,unimproved,0.87
Europe and Northern America,SDG,2015,surface,0.03
Europe and Northern America,SDG,2016,safe,95.11
Europe and Northern America,SDG,2016,basic,3.61
Europe and Northern America,SDG,2016,limited,0.39
Europe and Northern America,SDG,2016,unimproved,0.86
Europe and Northern America,SDG,2016,surface,0.03
Europe and Northern America,SDG,2017,safe,95.16
Europe and Northern America,SDG,2017,basic,3.58
Europe and Northern America,SDG,2017,limited,0.39
Europe and Northern America,SDG,2017,unimproved,0.84
Europe and Northern America,SDG,2017,surface,0.03
Europe and Northern America,SDG,2018,safe,95.22
Europe and Northern America,SDG,2018,basic,3.55
Europe and Northern America,SDG,2018,limited,0.38
Europe and Northern America,SDG,2018,unimproved,0.82
Europe and Northern America,SDG,2018,surface,0.04
Europe and Northern America,SDG,2019,safe,95.27
Europe and Northern America,SDG,2019,basic,3.51
Europe and Northern America,SDG,2019,limited,0.37
Europe and Northern America,SDG,2019,unimproved,0.81
Europe and Northern America,SDG,2019,surface,0.04
Europe and Northern America,SDG,2020,safe,95.31
Europe and Northern America,SDG,2020,basic,3.49
Europe and Northern America,SDG,2020,limited,0.36
Europe and Northern America,SDG,2020,unimproved,0.79
Europe and Northern America,SDG,2020,surface,0.04
Europe and Northern America,SDG,2021,safe,94.22
Europe and Northern America,SDG,2021,basic,4.61
Europe and Northern America,SDG,2021,limited,0.36
Europe and Northern America,SDG,2021,unimproved,0.77
Europe and Northern America,SDG,2021,surface,0.04
Europe and Northern America,SDG,2022,safe,94.33
Europe and Northern America,SDG,2022,basic,4.54
Europe and Northern America,SDG,2022,limited,0.34
Europe and Northern America,SDG,2022,unimproved,0.76
Europe and Northern America,SDG,2022,surface,0.04
High-income countries,DEV,2000,safe,92
High-income countries,DEV,2000,basic,6.07
High-income countries,DEV,2000,limited,0.15
High-income countries,DEV,2000,unimproved,1.58
High-income countries,DEV,2000,surface,0.2
High-income countries,DEV,2001,safe,91.99
High-income countries,DEV,2001,basic,6.11
High-income countries,DEV,2001,limited,0.16
High-income countries,DEV,2001,unimproved,1.55
High-income countries,DEV,2001,surface,0.2
High-income countries,DEV,2002,safe,92.43
High-income countries,DEV,2002,basic,6.43
High-income countries,DEV,2002,limited,0.14
High-income countries,DEV,2002,unimproved,0.9
High-income countries,DEV,2002,surface,0.09
High-income countries,DEV,2003,safe,92.41
High-income countries,DEV,2003,basic,6.47
High-income countries,DEV,2003,limited,0.14
High-income countries,DEV,2003,unimproved,0.88
High-income countries,DEV,2003,surface,0.09
High-income countries,DEV,2004,safe,92.42
High-income countries,DEV,2004,basic,6.48
High-income countries,DEV,2004,limited,0.15
High-income countries,DEV,2004,unimproved,0.87
High-income countries,DEV,2004,surface,0.09
High-income countries,DEV,2005,safe,92.43
High-income countries,DEV,2005,basic,6.48
High-income countries,DEV,2005,limited,0.13
High-income countries,DEV,2005,unimproved,0.89
High-income countries,DEV,2005,surface,0.07
High-income countries,DEV,2006,safe,92.43
High-income countries,DEV,2006,basic,6.49
High-income countries,DEV,2006,limited,0.14
High-income countries,DEV,2006,unimproved,0.87
High-income countries,DEV,2006,surface,0.07
High-income countries,DEV,2007,safe,94.47
High-income countries,DEV,2007,basic,4.48
High-income countries,DEV,2007,limited,0.15
High-income countries,DEV,2007,unimproved,0.84
High-income countries,DEV,2007,surface,0.06
High-income countries,DEV,2008,safe,94.52
High-income countries,DEV,2008,basic,4.45
High-income countries,DEV,2008,limited,0.15
High-income countries,DEV,2008,unimproved,0.81
High-income countries,DEV,2008,surface,0.06
High-income countries,DEV,2009,safe,94.58
High-income countries,DEV,2009,basic,4.42
High-income countries,DEV,2009,limited,0.16
High-income countries,DEV,2009,unimproved,0.79
High-income countries,DEV,2009,surface,0.06
High-income countries,DEV,2010,safe,94.67
High-income countries,DEV,2010,basic,4.35
High-income countries,DEV,2010,limited,0.16
High-income countries,DEV,2010,unimproved,0.76
High-income countries,DEV,2010,surface,0.06
High-income countries,DEV,2011,safe,94.77
High-income countries,DEV,2011,basic,4.27
High-income countries,DEV,2011,limited,0.17
High-income countries,DEV,2011,unimproved,0.74
High-income countries,DEV,2011,surface,0.05
High-income countries,DEV,2012,safe,94.89
High-income countries,DEV,2012,basic,4.17
High-income countries,DEV,2012,limited,0.17
High-income countries,DEV,2012,unimproved,0.72
High-income countries,DEV,2012,surface,0.05
High-income countries,DEV,2013,safe,95
High-income countries,DEV,2013,basic,4.08
High-income countries,DEV,2013,limited,0.17
High-income countries,DEV,2013,unimproved,0.7
High-income countries,DEV,2013,surface,0.05
High-income countries,DEV,2014,safe,95.11
High-income countries,DEV,2014,basic,4
High-income countries,DEV,2014,limited,0.18
High-income countries,DEV,2014,unimproved,0.67
High-income countries,DEV,2014,surface,0.04
High-income countries,DEV,2015,safe,95.2
High-income countries,DEV,2015,basic,4.14
High-income countries,DEV,2015,limited,0.06
High-income countries,DEV,2015,unimproved,0.58
High-income countries,DEV,2015,surface,0.01
High-income countries,DEV,2016,safe,95.29
High-income countries,DEV,2016,basic,4.07
High-income countries,DEV,2016,limited,0.06
High-income countries,DEV,2016,unimproved,0.57
High-income countries,DEV,2016,surface,0.01
High-income countries,DEV,2017,safe,95.37
High-income countries,DEV,2017,basic,4.01
High-income countries,DEV,2017,limited,0.06
High-income countries,DEV,2017,unimproved,0.55
High-income countries,DEV,2017,surface,0.01
High-income countries,DEV,2018,safe,95.44
High-income countries,DEV,2018,basic,3.94
High-income countries,DEV,2018,limited,0.06
High-income countries,DEV,2018,unimproved,0.54
High-income countries,DEV,2018,surface,0.01
High-income countries,DEV,2019,safe,95.51
High-income countries,DEV,2019,basic,3.88
High-income countries,DEV,2019,limited,0.06
High-income countries,DEV,2019,unimproved,0.53
High-income countries,DEV,2019,surface,0.01
High-income countries,DEV,2020,safe,95.59
High-income countries,DEV,2020,basic,3.81
High-income countries,DEV,2020,limited,0.06
High-income countries,DEV,2020,unimproved,0.53
High-income countries,DEV,2020,surface,0.01
High-income countries,DEV,2021,safe,94.2
High-income countries,DEV,2021,basic,5.2
High-income countries,DEV,2021,limited,0.06
High-income countries,DEV,2021,unimproved,0.52
High-income countries,DEV,2021,surface,0.01
High-income countries,DEV,2022,safe,94.3
High-income countries,DEV,2022,basic,5.12
High-income countries,DEV,2022,limited,0.06
High-income countries,DEV,2022,unimproved,0.51
High-income countries,DEV,2022,surface,0.01
Land Locked Developing Countries,DEV,2000,safe,25.99
Land Locked Developing Countries,DEV,2000,basic,26.18
Land Locked Developing Countries,DEV,2000,limited,8.12
Land Locked Developing Countries,DEV,2000,unimproved,25.16
Land Locked Developing Countries,DEV,2000,surface,14.56
Land Locked Developing Countries,DEV,2001,safe,26.44
Land Locked Developing Countries,DEV,2001,basic,26.42
Land Locked Developing Countries,DEV,2001,limited,8.37
Land Locked Developing Countries,DEV,2001,unimproved,24.66
Land Locked Developing Countries,DEV,2001,surface,14.11
Land Locked Developing Countries,DEV,2002,safe,26.99
Land Locked Developing Countries,DEV,2002,basic,26.57
Land Locked Developing Countries,DEV,2002,limited,8.68
Land Locked Developing Countries,DEV,2002,unimproved,24.12
Land Locked Developing Countries,DEV,2002,surface,13.63
Land Locked Developing Countries,DEV,2003,safe,27.53
Land Locked Developing Countries,DEV,2003,basic,26.71
Land Locked Developing Countries,DEV,2003,limited,9
Land Locked Developing Countries,DEV,2003,unimproved,23.6
Land Locked Developing Countries,DEV,2003,surface,13.16
Land Locked Developing Countries,DEV,2004,safe,28.09
Land Locked Developing Countries,DEV,2004,basic,26.88
Land Locked Developing Countries,DEV,2004,limited,9.33
Land Locked Developing Countries,DEV,2004,unimproved,23.04
Land Locked Developing Countries,DEV,2004,surface,12.66
Land Locked Developing Countries,DEV,2005,safe,28.69
Land Locked Developing Countries,DEV,2005,basic,27.04
Land Locked Developing Countries,DEV,2005,limited,9.66
Land Locked Developing Countries,DEV,2005,unimproved,22.46
Land Locked Developing Countries,DEV,2005,surface,12.15
Land Locked Developing Countries,DEV,2006,safe,29.31
Land Locked Developing Countries,DEV,2006,basic,27.18
Land Locked Developing Countries,DEV,2006,limited,9.99
Land Locked Developing Countries,DEV,2006,unimproved,21.88
Land Locked Developing Countries,DEV,2006,surface,11.64
Land Locked Developing Countries,DEV,2007,safe,29.95
Land Locked Developing Countries,DEV,2007,basic,27.35
Land Locked Developing Countries,DEV,2007,limited,10.31
Land Locked Developing Countries,DEV,2007,unimproved,21.27
Land Locked Developing Countries,DEV,2007,surface,11.12
Land Locked Developing Countries,DEV,2008,safe,30.5
Land Locked Developing Countries,DEV,2008,basic,27.63
Land Locked Developing Countries,DEV,2008,limited,10.63
Land Locked Developing Countries,DEV,2008,unimproved,20.64
Land Locked Developing Countries,DEV,2008,surface,10.6
Land Locked Developing Countries,DEV,2009,safe,31.06
Land Locked Developing Countries,DEV,2009,basic,27.91
Land Locked Developing Countries,DEV,2009,limited,10.94
Land Locked Developing Countries,DEV,2009,unimproved,20.02
Land Locked Developing Countries,DEV,2009,surface,10.07
Land Locked Developing Countries,DEV,2010,safe,31.63
Land Locked Developing Countries,DEV,2010,basic,28.18
Land Locked Developing Countries,DEV,2010,limited,11.25
Land Locked Developing Countries,DEV,2010,unimproved,19.4
Land Locked Developing Countries,DEV,2010,surface,9.55
Land Locked Developing Countries,DEV,2011,safe,31.64
Land Locked Developing Countries,DEV,2011,basic,28.54
Land Locked Developing Countries,DEV,2011,limited,11.85
Land Locked Developing Countries,DEV,2011,unimproved,18.65
Land Locked Developing Countries,DEV,2011,surface,9.31
Land Locked Developing Countries,DEV,2012,safe,32.19
Land Locked Developing Countries,DEV,2012,basic,28.81
Land Locked Developing Countries,DEV,2012,limited,12.19
Land Locked Developing Countries,DEV,2012,unimproved,18.04
Land Locked Developing Countries,DEV,2012,surface,8.77
Land Locked Developing Countries,DEV,2013,safe,32.74
Land Locked Developing Countries,DEV,2013,basic,29.09
Land Locked Developing Countries,DEV,2013,limited,12.52
Land Locked Developing Countries,DEV,2013,unimproved,17.42
Land Locked Developing Countries,DEV,2013,surface,8.23
Land Locked Developing Countries,DEV,2014,safe,33.32
Land Locked Developing Countries,DEV,2014,basic,29.36
Land Locked Developing Countries,DEV,2014,limited,12.83
Land Locked Developing Countries,DEV,2014,unimproved,16.81
Land Locked Developing Countries,DEV,2014,surface,7.68
Land Locked Developing Countries,DEV,2015,safe,33.92
Land Locked Developing Countries,DEV,2015,basic,29.62
Land Locked Developing Countries,DEV,2015,limited,13.15
Land Locked Developing Countries,DEV,2015,unimproved,16.18
Land Locked Developing Countries,DEV,2015,surface,7.13
Land Locked Developing Countries,DEV,2016,safe,34.51
Land Locked Developing Countries,DEV,2016,basic,29.91
Land Locked Developing Countries,DEV,2016,limited,13.46
Land Locked Developing Countries,DEV,2016,unimproved,15.55
Land Locked Developing Countries,DEV,2016,surface,6.57
Land Locked Developing Countries,DEV,2017,safe,35.09
Land Locked Developing Countries,DEV,2017,basic,30.2
Land Locked Developing Countries,DEV,2017,limited,13.76
Land Locked Developing Countries,DEV,2017,unimproved,14.92
Land Locked Developing Countries,DEV,2017,surface,6.02
Land Locked Developing Countries,DEV,2018,safe,35.61
Land Locked Developing Countries,DEV,2018,basic,30.55
Land Locked Developing Countries,DEV,2018,limited,14.06
Land Locked Developing Countries,DEV,2018,unimproved,14.29
Land Locked Developing Countries,DEV,2018,surface,5.48
Land Locked Developing Countries,DEV,2019,safe,36.1
Land Locked Developing Countries,DEV,2019,basic,30.91
Land Locked Developing Countries,DEV,2019,limited,14.36
Land Locked Developing Countries,DEV,2019,unimproved,13.67
Land Locked Developing Countries,DEV,2019,surface,4.96
Land Locked Developing Countries,DEV,2020,safe,36.5
Land Locked Developing Countries,DEV,2020,basic,31.3
Land Locked Developing Countries,DEV,2020,limited,14.62
Land Locked Developing Countries,DEV,2020,unimproved,13.07
Land Locked Developing Countries,DEV,2020,surface,4.51
Land Locked Developing Countries,DEV,2021,safe,36.88
Land Locked Developing Countries,DEV,2021,basic,31.73
Land Locked Developing Countries,DEV,2021,limited,14.84
Land Locked Developing Countries,DEV,2021,unimproved,12.45
Land Locked Developing Countries,DEV,2021,surface,4.1
Land Locked Developing Countries,DEV,2022,safe,36.94
Land Locked Developing Countries,DEV,2022,basic,32.41
Land Locked Developing Countries,DEV,2022,limited,14.98
Land Locked Developing Countries,DEV,2022,unimproved,11.87
Land Locked Developing Countries,DEV,2022,surface,3.81
Latin America and the Caribbean,SDG,2000,safe,71.03
Latin America and the Caribbean,SDG,2000,basic,19.69
Latin America and the Caribbean,SDG,2000,limited,0.9
Latin America and the Caribbean,SDG,2000,unimproved,5.83
Latin America and the Caribbean,SDG,2000,surface,2.55
Latin America and the Caribbean,SDG,2001,safe,71.38
Latin America and the Caribbean,SDG,2001,basic,19.75
Latin America and the Caribbean,SDG,2001,limited,0.86
Latin America and the Caribbean,SDG,2001,unimproved,5.54
Latin America and the Caribbean,SDG,2001,surface,2.47
Latin America and the Caribbean,SDG,2002,safe,71.65
Latin America and the Caribbean,SDG,2002,basic,19.87
Latin America and the Caribbean,SDG,2002,limited,0.83
Latin America and the Caribbean,SDG,2002,unimproved,5.23
Latin America and the Caribbean,SDG,2002,surface,2.42
Latin America and the Caribbean,SDG,2003,safe,71.92
Latin America and the Caribbean,SDG,2003,basic,20
Latin America and the Caribbean,SDG,2003,limited,0.79
Latin America and the Caribbean,SDG,2003,unimproved,4.96
Latin America and the Caribbean,SDG,2003,surface,2.34
Latin America and the Caribbean,SDG,2004,safe,72.17
Latin America and the Caribbean,SDG,2004,basic,20.12
Latin America and the Caribbean,SDG,2004,limited,0.76
Latin America and the Caribbean,SDG,2004,unimproved,4.69
Latin America and the Caribbean,SDG,2004,surface,2.25
Latin America and the Caribbean,SDG,2005,safe,72.42
Latin America and the Caribbean,SDG,2005,basic,20.24
Latin America and the Caribbean,SDG,2005,limited,0.73
Latin America and the Caribbean,SDG,2005,unimproved,4.43
Latin America and the Caribbean,SDG,2005,surface,2.17
Latin America and the Caribbean,SDG,2006,safe,72.67
Latin America and the Caribbean,SDG,2006,basic,20.35
Latin America and the Caribbean,SDG,2006,limited,0.7
Latin America and the Caribbean,SDG,2006,unimproved,4.18
Latin America and the Caribbean,SDG,2006,surface,2.1
Latin America and the Caribbean,SDG,2007,safe,72.93
Latin America and the Caribbean,SDG,2007,basic,20.46
Latin America and the Caribbean,SDG,2007,limited,0.67
Latin America and the Caribbean,SDG,2007,unimproved,3.93
Latin America and the Caribbean,SDG,2007,surface,2.02
Latin America and the Caribbean,SDG,2008,safe,73.21
Latin America and the Caribbean,SDG,2008,basic,20.53
Latin America and the Caribbean,SDG,2008,limited,0.65
Latin America and the Caribbean,SDG,2008,unimproved,3.68
Latin America and the Caribbean,SDG,2008,surface,1.94
Latin America and the Caribbean,SDG,2009,safe,73.49
Latin America and the Caribbean,SDG,2009,basic,20.57
Latin America and the Caribbean,SDG,2009,limited,0.64
Latin America and the Caribbean,SDG,2009,unimproved,3.44
Latin America and the Caribbean,SDG,2009,surface,1.86
Latin America and the Caribbean,SDG,2010,safe,73.76
Latin America and the Caribbean,SDG,2010,basic,20.61
Latin America and the Caribbean,SDG,2010,limited,0.64
Latin America and the Caribbean,SDG,2010,unimproved,3.2
Latin America and the Caribbean,SDG,2010,surface,1.79
Latin America and the Caribbean,SDG,2011,safe,74.03
Latin America and the Caribbean,SDG,2011,basic,20.65
Latin America and the Caribbean,SDG,2011,limited,0.64
Latin America and the Caribbean,SDG,2011,unimproved,2.97
Latin America and the Caribbean,SDG,2011,surface,1.71
Latin America and the Caribbean,SDG,2012,safe,74.3
Latin America and the Caribbean,SDG,2012,basic,20.69
Latin America and the Caribbean,SDG,2012,limited,0.63
Latin America and the Caribbean,SDG,2012,unimproved,2.74
